layer,win_start,win_end,ppl_new,delta_ppl,seconds,override_nsize,channel_window,eval_batch_size,l2_diff_vs_baseline
model.layers.3.mlp.up_proj,8192,9216,7.186258752220125,0.0034006396756556256,46.44056820869446,5,1024,8,6.142009735107422
model.layers.3.mlp.up_proj,9216,10240,7.182286878537893,-0.0005712340065766597,46.684014081954956,5,1024,8,6.479158878326416
model.layers.3.mlp.up_proj,10240,11264,7.181786408762605,-0.001071703781864386,46.31022047996521,5,1024,8,6.201631546020508
model.layers.3.mlp.up_proj,11264,12288,7.180818266692593,-0.002039845851876443,46.773574352264404,5,1024,8,5.97123384475708
model.layers.3.mlp.up_proj,12288,13312,7.183031032916671,0.0001729203722016237,46.32126307487488,5,1024,8,6.0455217361450195
model.layers.3.mlp.up_proj,13312,13824,7.182142734224969,-0.0007153783195006369,46.59698820114136,5,1024,8,4.396246433258057
model.layers.3.mlp.down_proj,0,1024,7.181753758403058,-0.0011043541414110791,46.57951068878174,5,1024,8,11.772467613220215
model.layers.3.mlp.down_proj,1024,2048,7.183816159244824,0.0009580467003544868,46.63374185562134,5,1024,8,11.683365821838379
model.layers.3.mlp.down_proj,2048,3072,7.183929882400498,0.001071769856028304,46.60389471054077,5,1024,8,11.628340721130371
model.layers.3.mlp.down_proj,3072,4096,7.183251441460553,0.00039332891608356846,46.62846517562866,5,1024,8,11.758755683898926
model.layers.3.mlp.down_proj,4096,5120,7.182114890896923,-0.000743221647546477,46.302181005477905,5,1024,8,11.692533493041992
model.layers.4.self_attn.q_proj,0,1024,7.182915376854653,5.726431018349132e-05,46.835407733917236,5,1024,8,9.320472717285156
model.layers.4.self_attn.q_proj,1024,2048,7.182386690493624,-0.0004714220508450495,46.76727652549744,5,1024,8,9.076580047607422
model.layers.4.self_attn.q_proj,2048,3072,7.182948923958793,9.081141432343287e-05,46.53173589706421,5,1024,8,10.30626106262207
model.layers.4.self_attn.q_proj,3072,4096,7.183848185492983,0.0009900729485137205,46.33280682563782,5,1024,8,11.012914657592773
model.layers.4.self_attn.q_proj,4096,5120,7.182619911050648,-0.00023820149382114408,46.224570989608765,5,1024,8,10.508957862854004
model.layers.4.self_attn.k_proj,0,1024,7.18629703250875,0.0034389199642808066,46.563148498535156,5,1024,8,13.375185012817383
model.layers.4.self_attn.v_proj,0,1024,7.176754071576735,-0.0061040409677346474,46.594491720199585,5,1024,8,9.334022521972656
model.layers.4.self_attn.o_proj,0,1024,7.1809158536635005,-0.0019422588809687724,46.7334942817688,5,1024,8,10.134588241577148
model.layers.4.self_attn.o_proj,1024,2048,7.182435717320639,-0.0004223952238300299,46.60710859298706,5,1024,8,10.10588264465332
model.layers.4.self_attn.o_proj,2048,3072,7.181551245048953,-0.0013068674955158954,46.79749822616577,5,1024,8,10.073229789733887
model.layers.4.self_attn.o_proj,3072,4096,7.182675320226271,-0.00018279231819828823,46.56413221359253,5,1024,8,10.13572883605957
model.layers.4.self_attn.o_proj,4096,5120,7.183798163606131,0.0009400510616615065,46.15468645095825,5,1024,8,10.148820877075195
model.layers.4.mlp.gate_proj,0,1024,7.183791922625925,0.000933810081455988,46.39201021194458,5,1024,8,10.019208908081055
model.layers.4.mlp.gate_proj,1024,2048,7.182512284288338,-0.00034582825613149737,45.878398418426514,5,1024,8,10.021124839782715
model.layers.4.mlp.gate_proj,2048,3072,7.184166602207083,0.0013084896626134324,46.622865438461304,5,1024,8,9.945860862731934
model.layers.4.mlp.gate_proj,3072,4096,7.184703139663865,0.0018450271193959367,46.6793794631958,5,1024,8,10.081279754638672
model.layers.4.mlp.gate_proj,4096,5120,7.181255764995745,-0.0016023475487241257,46.62368869781494,5,1024,8,9.894808769226074
model.layers.4.mlp.gate_proj,5120,6144,7.182983761502001,0.00012564895753186534,46.21029019355774,5,1024,8,9.759778022766113
model.layers.4.mlp.gate_proj,6144,7168,7.184578540014845,0.0017204274703761513,46.355712890625,5,1024,8,9.931992530822754
model.layers.4.mlp.gate_proj,7168,8192,7.184716514895862,0.001858402351392563,46.270105838775635,5,1024,8,9.97260570526123
model.layers.4.mlp.gate_proj,8192,9216,7.181581689707816,-0.0012764228366535235,46.803791999816895,5,1024,8,9.898447036743164
model.layers.4.mlp.gate_proj,9216,10240,7.185242955644667,0.00238484310019782,46.58927369117737,5,1024,8,10.114047050476074
model.layers.4.mlp.gate_proj,10240,11264,7.183137095619785,0.0002789830753160416,46.3844199180603,5,1024,8,10.012879371643066
model.layers.4.mlp.gate_proj,11264,12288,7.18267996504534,-0.00017814749912936634,46.58301758766174,5,1024,8,10.144597053527832
model.layers.4.mlp.gate_proj,12288,13312,7.181988788009521,-0.000869324534948035,46.92767310142517,5,1024,8,9.985633850097656
model.layers.4.mlp.gate_proj,13312,13824,7.183498156906204,0.000640044361734482,46.59751605987549,5,1024,8,6.966719150543213
model.layers.4.mlp.up_proj,0,1024,7.181226775862923,-0.0016313366815463581,46.50997352600098,5,1024,8,7.622685432434082
model.layers.4.mlp.up_proj,1024,2048,7.183174068962933,0.0003159564184640473,46.44407296180725,5,1024,8,7.721312046051025
model.layers.4.mlp.up_proj,2048,3072,7.182904984322009,4.6871777540147264e-05,46.53231883049011,5,1024,8,7.6127424240112305
model.layers.4.mlp.up_proj,3072,4096,7.185013052531152,0.0021549399866831465,46.441795110702515,5,1024,8,7.718390941619873
model.layers.4.mlp.up_proj,4096,5120,7.183415526464604,0.0005574139201343087,46.420382261276245,5,1024,8,7.528779983520508
model.layers.4.mlp.up_proj,5120,6144,7.182579445263163,-0.0002786672813064328,46.87614965438843,5,1024,8,7.464686393737793
model.layers.4.mlp.up_proj,6144,7168,7.183075395604174,0.0002172830597046982,46.529165506362915,5,1024,8,7.54311990737915
